date,total_volume_usd,total_pnl,trade_count,pnl_volatility,daily_win_rate,total_gross_profit,total_gross_loss,profit_factor,avg_pnl_per_trade,sharpe_ratio,timestamp,sentiment_value,classification
2023-05-01,477.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1682919000,63,Greed
2023-12-05,50005.83,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1701754200,75,Extreme Greed
2023-12-14,113203.35,-205.43473700000007,11,179.66353383090035,0.36363636363636365,321.79839300000003,527.2331300000001,0.6103531335369611,-18.675885181818188,-0.1039492254415744,1702531800,72,Greed
2023-12-15,10609.95,-24.632033999999997,2,4.474304424985184,0.0,0.0,24.632033999999997,0.0,-12.316016999999999,-2.7526104239187483,1702618200,70,Greed
2023-12-16,15348.77,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1702704600,67,Greed
2023-12-17,116278.02,304.982785,14,43.51261683426808,0.5,329.708097,24.725312,13.334840708986807,21.78448464285714,0.5006475415126243,1702791000,73,Greed
2023-12-18,31164.179999999997,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1702877400,65,Greed
2023-12-19,91602.41,1000.5386120000001,15,183.73537011741135,0.6666666666666666,1000.5386120000001,0.0,0.0,66.70257413333334,0.36303611052520146,1702963800,73,Greed
2023-12-20,141636.79,162.732282,18,21.3481314287044,0.4444444444444444,162.732282,0.0,0.0,9.040682333333333,0.4234882272261711,1703050200,74,Greed
2023-12-21,125233.97,537.211402,49,20.811624735703514,0.5306122448979592,537.3765539999999,0.165152,3253.8301322418133,10.963498000000001,0.5267968329830348,1703136600,70,Greed
2023-12-22,88874.28,141.832675,10,40.92671758278208,0.2,141.832675,0.0,0.0,14.1832675,0.3465527737794178,1703223000,74,Greed
2023-12-23,78438.25,146.936704,13,11.478402785910806,0.6153846153846154,146.936704,0.0,0.0,11.302823384615383,0.9847034988604043,1703309400,70,Greed
2023-12-24,402954.94,1008.619956,39,52.267012077476366,0.38461538461538464,1018.197996,9.578040000000001,106.3054650011902,25.862050153846155,0.49480636305573306,1703395800,71,Greed
2023-12-25,59948.51,-245.081348,3,141.49778224115633,0.0,0.0,245.081348,0.0,-81.69378266666666,-0.5773502691896258,1703482200,73,Greed
2023-12-27,171411.06,-704.8892269999999,28,153.67464419092525,0.14285714285714285,790.0414470000001,1494.930674,0.5284803240314006,-25.174615249999995,-0.16381762510361225,1703655000,73,Greed
2023-12-28,100117.25,-970.730876,23,55.01514381004261,0.0,0.0,970.730876,0.0,-42.20569026086957,-0.7671649538279536,1703741400,73,Greed
2023-12-29,569559.72,508.92214299999995,50,78.11192586732814,0.3,911.5949499999999,402.67280700000003,2.2638602213831636,10.178442859999999,0.13030587515263575,1703827800,65,Greed
2023-12-30,702550.21,354.998648,52,68.40190063585914,0.4423076923076923,948.738152,593.739504,1.5979030292045382,6.826897076923077,0.09980566348976759,1703914200,68,Greed
2024-01-01,264239.52999999997,-129.53146,18,85.84776860469921,0.05555555555555555,281.677062,411.208522,0.684998113925275,-7.196192222222223,-0.08382503516612441,1704087000,65,Greed
2024-01-02,121348.74,783.979116,17,134.42834386429288,0.47058823529411764,1036.773337,252.794221,4.101254106596053,46.11641858823529,0.3430557668313641,1704173400,71,Greed
2024-01-03,394499.36,866.015507,67,50.415365667933756,0.417910447761194,930.452863,64.437356,14.439649929149795,12.925604582089552,0.2563822440012722,1704259800,70,Greed
2024-01-04,99792.54000000001,-67.60364,5,29.544005214373353,0.0,0.0,67.60364,0.0,-13.520728,-0.4576470895497296,1704346200,68,Greed
2024-01-05,1703942.66,164.141565,66,60.7235758141571,0.19696969696969696,722.328622,558.187057,1.294061933077033,2.486993409090909,0.04095597757125316,1704432600,72,Greed
2024-01-06,298521.4,135.58166400000002,22,37.338371573804935,0.45454545454545453,264.882624,129.30096,2.0485743029286096,6.16280290909091,0.1650528035725714,1704519000,70,Greed
2024-01-07,1048850.06,-835.681235,97,34.037905927281535,0.09278350515463918,169.47484,1005.156075,0.16860549740994205,-8.615270463917525,-0.25310812252443377,1704605400,71,Greed
2024-01-08,1522452.43,-269.874439,128,122.41963598502315,0.25,1927.638756,2197.513195,0.8771909813265081,-2.1083940546875,-0.017222678679958185,1704691800,71,Greed
2024-01-09,870051.97,-826.349863,70,214.1803231936485,0.2571428571428571,1292.281649,2118.631512,0.6099605531591848,-11.804998042857143,-0.05511709883911138,1704778200,76,Extreme Greed
2024-01-10,2057479.48,-1517.091342,193,119.7894328095249,0.21243523316062177,2397.390185,3914.481527,0.6124413076071722,-7.860576901554404,-0.06561995258841713,1704864600,73,Greed
2024-01-11,305314.1,-164.08950099999998,21,101.92627878710132,0.23809523809523808,300.274083,464.363584,0.6466357254232925,-7.813785761904761,-0.07666115014584039,1704951000,76,Extreme Greed
2024-01-12,200082.27,-1925.519024,7,669.9280140108323,0.0,0.0,1925.519024,0.0,-275.0741462857143,-0.41060254315811684,1705037400,71,Greed
2024-01-15,50636.1,152.85358,14,33.645786328134285,0.6428571428571429,152.85358,0.0,0.0,10.918112857142857,0.32450164043315094,1705296600,52,Neutral
2024-01-16,116427.33,-2299.171458,9,883.8757688873994,0.3333333333333333,939.6285419999999,3238.8,0.29011625972582433,-255.4634953333333,-0.2890264721872671,1705383000,64,Greed
2024-01-17,800831.03,813.2741110000001,53,75.6265391448607,0.20754716981132076,922.252191,108.97808,8.462731138225228,15.344794547169812,0.20290224464426768,1705469400,60,Greed
2024-01-18,424631.52999999997,68.93319,46,39.503091785872144,0.06521739130434782,238.8017,169.86851000000001,1.4058032298040408,1.4985476086956522,0.037934944859976547,1705555800,63,Greed
2024-01-19,428428.97,-385.419235,48,51.79852685525565,0.125,202.95494,588.374175,0.3449419580660555,-8.029567395833334,-0.15501536208299768,1705642200,51,Neutral
2024-01-20,1070090.51,-146.57487000000003,106,38.554282761934644,0.14150943396226415,501.281436,647.856306,0.7737540429219809,-1.3827817924528305,-0.03586584144208426,1705728600,52,Neutral
2024-01-21,103129.74,266.58114600000005,11,65.56080670770307,0.2727272727272727,312.18234600000005,45.601200000000006,6.845923923054657,24.234649636363642,0.36965148620595284,1705815000,56,Greed
2024-01-22,337878.99,1375.640959,85,80.41613478472654,0.27058823529411763,1870.476284,494.835325,3.7799974850219114,16.18401128235294,0.20125328487470123,1705901400,55,Greed
2024-01-23,414518.93000000005,-369.2447299999998,45,613.9643726523253,0.24444444444444444,2991.0421850000002,3360.286915,0.8901151183395303,-8.20543844444444,-0.013364681746917913,1705987800,50,Neutral
2024-01-24,965084.59,-2808.353815,68,149.8053621490879,0.14705882352941177,490.365895,3298.71971,0.14865339832101104,-41.29932080882353,-0.2756865322866214,1706074200,48,Neutral
2024-01-25,66566.13,-3093.6293849999997,6,356.6379016697523,0.0,0.0,3093.6293849999997,0.0,-515.6048975,-1.445737806009894,1706160600,52,Neutral
2024-01-26,11773.21,90.2,5,40.33866631409621,0.2,90.2,0.0,0.0,18.04,0.44721359549995787,1706247000,49,Neutral
2024-01-28,18109.03,-2478.06972,11,262.6842407250483,0.0,0.0,2478.06972,0.0,-225.27906545454545,-0.8576040375804087,1706419800,54,Neutral
2024-01-29,414208.18,486.562542,74,28.607026832226527,0.6081081081081081,486.562542,0.0,0.0,6.5751694864864865,0.22984455969675935,1706506200,55,Greed
2024-01-30,401011.38,-173.65419100000003,49,55.423048103905174,0.10204081632653061,402.63474099999996,576.288932,0.6986681829940123,-3.5439630816326537,-0.06394385012871462,1706592600,61,Greed
2024-01-31,6305647.13,-799.840817,859,21.84950915114784,0.2689173457508731,1136.471936,1936.312753,0.5869258125988286,-0.93113017112922,-0.04261561047838478,1706679000,60,Greed
2024-02-01,2008.18,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1706765400,63,Greed
2024-02-02,474278.43,456.423473,42,41.93124714430262,0.30952380952380953,591.644639,135.22116599999998,4.375384834353522,10.867225547619048,0.25916771590934246,1706851800,63,Greed
2024-02-03,603820.0,223.30918699999998,56,68.62663189543068,0.10714285714285714,553.96576,330.656573,1.675350817840842,3.9876640535714283,0.05810665544023204,1706938200,60,Greed
2024-02-04,203187.53,47.62389499999999,35,31.922762604224417,0.2571428571428571,312.585267,264.961372,1.1797390111642387,1.360682714285714,0.04262421555287485,1707024600,60,Greed
2024-02-05,770198.26,-33.45419400000003,72,46.10792460482958,0.19444444444444445,643.948726,677.40292,0.95061403927813,-0.4646415833333337,-0.010077260846493723,1707111000,60,Greed
2024-02-06,8047153.41,-215.615907,1088,12.69131338108202,0.1645220588235294,1836.08367,2051.699577,0.8949086360317557,-0.19817638511029412,-0.015615120292096848,1707197400,64,Greed
2024-02-07,6758.73,241.24212,15,56.54657345272468,0.13333333333333333,241.24212,0.0,0.0,16.082808,0.2844170215450085,1707283800,62,Greed
2024-02-08,26051.12,770.756024,10,139.74567826297627,0.4,770.756024,0.0,0.0,77.07560240000001,0.5515419393146281,1707370200,66,Greed
2024-02-11,212311.82,983.443176,34,108.62231864377547,0.20588235294117646,983.443176,0.0,0.0,28.924799294117648,0.26628780949683,1707629400,71,Greed
2024-02-12,227247.69999999998,913.8817869999998,16,828.6571214700353,0.375,4436.415156,3522.533369,1.2594387877323185,57.11761168749999,0.06892791989305964,1707715800,70,Greed
2024-02-13,1999.99,559.44389,14,37.98023035380744,1.0,559.44389,0.0,0.0,39.960277857142856,1.0521336359703495,1707802200,79,Extreme Greed
2024-02-14,320839.88,3830.599833,111,46.39591290180694,0.7477477477477478,3830.611633,0.0118,324628.10449152545,34.509908405405405,0.7438135440602869,1707888600,74,Greed
2024-02-15,185188.04,1840.797677,63,316.49357810076214,0.9047619047619048,4308.295536,2467.497859,1.7460179429480913,29.219010746031746,0.09232102250343065,1707975000,72,Greed
2024-02-16,564896.51,5491.768834,182,123.4402416266129,0.8021978021978022,5491.768834,0.0,0.0,30.174554032967034,0.2444466539869572,1708061400,72,Greed
2024-02-17,406118.07,1929.6418,94,60.99818527497303,0.648936170212766,2218.323283,288.68148299999996,7.684328277473899,20.52810425531915,0.33653631108500587,1708147800,76,Extreme Greed
2024-02-18,157048.17,477.6248299999999,97,82.70537448739243,0.6288659793814433,1970.0248299999998,1492.4,1.3200380796033233,4.923967319587628,0.05953624356465776,1708234200,72,Greed
2024-02-19,286377.2,4317.768563,101,118.65122386431476,0.7623762376237624,4326.152743,8.38418,515.9899647908322,42.750183792079206,0.36030124595231117,1708320600,75,Extreme Greed
2024-02-20,119419.72,3263.628824,39,192.32028933388216,0.7948717948717948,3263.643314,0.01449,225234.18316080055,83.68279035897436,0.43512200740138696,1708407000,72,Greed
2024-02-21,108047.51999999999,1858.7985700000002,22,124.40293552909927,0.6818181818181818,1858.7985700000002,0.0,0.0,84.49084409090909,0.6791708228713439,1708493400,78,Extreme Greed
2024-02-22,373033.87,3894.1050699999996,88,227.58249822355432,0.45454545454545453,5505.905032,1611.799962,3.415997742776966,44.25119397727272,0.1944402329822602,1708579800,74,Greed
2024-02-23,111106.14,1418.55293,143,13.037213323027334,0.958041958041958,1418.5565,0.00357,397354.7619047619,9.91995055944056,0.7608950098192515,1708666200,76,Extreme Greed
2024-02-25,4480.13,-30.7705,5,8.951179489427636,0.0,0.0,30.7705,0.0,-6.1541,-0.6875183328933012,1708839000,74,Greed
2024-02-26,192187.14,4416.8473,39,224.52232628850106,0.8717948717948718,4416.8473,0.0,0.0,113.25249487179488,0.5044152924296291,1708925400,72,Greed
2024-02-27,209362.3,888.511733,63,91.69654366328295,0.4126984126984127,1976.402523,1087.89079,1.8167287940731625,14.103360841269842,0.1538047158359481,1709011800,79,Extreme Greed
2024-02-28,171107.13,2503.747235,45,130.75309252773027,0.8666666666666667,2503.747235,0.0,0.0,55.63882744444444,0.42552590052617295,1709098200,82,Extreme Greed
2024-02-29,395666.73,9813.996992,116,149.76818963391887,0.8620689655172413,9813.996992,0.0,0.0,84.60342234482759,0.5648958069909591,1709184600,80,Extreme Greed
2024-03-01,472974.7,8244.241409,137,111.95860869453276,0.9343065693430657,8244.241409,0.0,0.0,60.176944591240876,0.537492786780044,1709271000,80,Extreme Greed
2024-03-02,63197.56,230.90060000000005,31,250.64780257055287,0.6774193548387096,1674.715167,1443.814567,1.159923999436972,7.448406451612905,0.029716623785346417,1709357400,80,Extreme Greed
2024-03-03,390745.68,8361.086245,79,199.82398269178753,0.6835443037974683,8361.086245,0.0,0.0,105.83653474683545,0.529648810523809,1709443800,83,Extreme Greed
2024-03-04,1577996.87,27799.775742,300,152.8211043688667,0.8866666666666667,27799.820932,0.04519,615176.3870767868,92.66591914,0.6063686002185327,1709530200,82,Extreme Greed
2024-03-05,841810.32,19791.026041,180,195.65804028577477,0.9055555555555556,19791.026041,0.0,0.0,109.95014467222222,0.5619505567551987,1709616600,90,Extreme Greed
2024-03-06,327218.02,6814.825139,82,146.9693030530839,0.8780487804878049,6814.825139,0.0,0.0,83.10762364634145,0.5654760682666079,1709703000,75,Extreme Greed
2024-03-08,183583.18,4271.886236,67,148.75855367571137,0.8805970149253731,4271.886236,0.0,0.0,63.7594960597015,0.42861062093071334,1709875800,81,Extreme Greed
2024-03-09,658178.75,9949.501624,117,154.56552113291943,0.8290598290598291,10137.400424,187.8988,53.95138459638912,85.03847541880343,0.5501775220986972,1709962200,84,Extreme Greed
2024-03-10,219973.85,2482.9272,42,207.7542700001469,0.6904761904761905,3269.4678,786.5406,4.156769275483045,59.117314285714286,0.2845540276292395,1710048600,79,Extreme Greed
2024-03-11,176519.44999999998,3588.179495,42,196.10462239183906,0.9285714285714286,3588.179495,0.0,0.0,85.43284511904761,0.4356493185986366,1710135000,82,Extreme Greed
2024-03-12,103040.85,3039.166,8,521.6006618377291,0.875,3039.166,0.0,0.0,379.89575,0.7283268174191585,1710221400,81,Extreme Greed
2024-03-13,6000.799999999999,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1710307800,81,Extreme Greed
2024-03-14,205933.18,3465.865832,18,254.30826281723253,0.8888888888888888,3465.865832,0.0,0.0,192.5481017777778,0.7571444971733348,1710394200,88,Extreme Greed
2024-03-15,351894.41,6236.513651,62,195.43403376403242,0.6612903225806451,6236.513651,0.0,0.0,100.58892985483871,0.5146950503835481,1710480600,83,Extreme Greed
2024-03-16,37223.66,228.57984,8,80.815177453268,0.125,228.57984,0.0,0.0,28.57248,0.3535533905932738,1710567000,81,Extreme Greed
2024-03-17,99506.95,503.293955,23,43.52556412856168,0.43478260869565216,503.293955,0.0,0.0,21.882345869565217,0.5027469788773149,1710653400,79,Extreme Greed
2024-03-18,90458.08,1456.9577,19,275.58147845163944,0.3157894736842105,1456.9577,0.0,0.0,76.68198421052631,0.2782552174455472,1710739800,77,Extreme Greed
2024-03-19,219884.84,668.797973,24,103.69610917201797,0.20833333333333334,842.799493,174.00152,4.8436329349306835,27.86658220833333,0.2687331514252516,1710826200,79,Extreme Greed
2024-03-20,215705.85,6423.134599,69,320.69467412818193,0.8695652173913043,6423.134599,0.0,0.0,93.08890723188406,0.2902726946898917,1710912600,74,Greed
2024-03-21,117895.57,2335.5080749999997,28,153.73594964500796,0.8214285714285714,2335.5080749999997,0.0,0.0,83.41100267857142,0.5425601680750402,1710999000,78,Extreme Greed
2024-03-24,92592.20999999999,1297.018477,19,84.64288646631248,0.7894736842105263,1297.018477,0.0,0.0,68.26413036842105,0.8064957755852277,1711258200,74,Greed
2024-03-25,57116.32,1302.916428,7,173.14631124356953,0.8571428571428571,1302.916428,0.0,0.0,186.13091828571427,1.0749921089793184,1711344600,75,Extreme Greed
2024-03-26,198565.19,3215.906593,118,39.504335702364344,0.9322033898305084,3215.906593,0.0,0.0,27.253445703389833,0.6898849257642043,1711431000,81,Extreme Greed
2024-03-27,99864.79,150.41114,38,13.739361367709469,0.3157894736842105,189.192,38.78086,4.878489027834865,3.9581878947368416,0.28809111201045023,1711517400,83,Extreme Greed
2024-03-28,35323.72,227.85100799999998,13,21.04651492781009,0.6923076923076923,227.85100799999998,0.0,0.0,17.527000615384615,0.8327744843031034,1711603800,80,Extreme Greed
2024-03-29,86914.37,883.097404,15,95.5086831563824,0.4,883.097404,0.0,0.0,58.873160266666666,0.6164168358417205,1711690200,79,Extreme Greed
2024-03-30,101103.92,1100.57514,45,52.44350104198017,0.9777777777777777,1100.57514,0.0,0.0,24.45722533333333,0.46635378735976685,1711776600,75,Extreme Greed
2024-03-31,39912.96,912.786145,13,112.05139600499244,0.7692307692307693,912.786145,0.0,0.0,70.21431884615384,0.6266260068997753,1711863000,75,Extreme Greed
2024-04-01,339470.47,2507.963406,77,92.06770180124278,0.5454545454545454,2547.853896,39.89049,63.87121080738793,32.57095332467532,0.35377176455419745,1711949400,79,Extreme Greed
2024-04-02,239664.50999999998,883.760812,41,78.23542802217051,0.2926829268292683,883.760812,0.0,0.0,21.555141756097562,0.2755163779507824,1712035800,79,Extreme Greed
2024-04-03,16887.57,126.7884,4,63.3942,0.25,126.7884,0.0,0.0,31.6971,0.5,1712122200,71,Greed
2024-04-04,95987.73,0.0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1712208600,70,Greed
2024-04-05,503791.8,10706.484306,100,304.1028007265851,0.9,10706.484306,0.0,0.0,107.06484306,0.35206792835907036,1712295000,79,Extreme Greed
2024-04-06,68223.67,236.33513399999998,16,42.149058574016486,0.25,236.33513399999998,0.0,0.0,14.770945874999999,0.35044545180199593,1712381400,75,Extreme Greed
2024-04-07,49988.14,0.0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1712467800,78,Extreme Greed
2024-04-08,211940.64,1218.4267,30,222.45326275219327,0.03333333333333333,1218.4267,0.0,0.0,40.614223333333335,0.18257418583505539,1712554200,76,Extreme Greed
2024-04-09,57063.840000000004,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1712640600,80,Extreme Greed
2024-04-10,351735.97,5207.443414,41,197.76893722954745,0.8780487804878049,5207.443414,0.0,0.0,127.01081497560976,0.6422182206915042,1712727000,78,Extreme Greed
2024-04-11,76400.96,389.743164,16,69.72639235953248,0.125,389.743164,0.0,0.0,24.35894775,0.3493504672434099,1712813400,76,Extreme Greed
2024-04-12,442088.59,-592.6458390000001,129,122.96278242038903,0.5503875968992248,3120.353074,3712.998913,0.8403862072447636,-4.594153790697676,-0.037362148938619805,1712899800,79,Extreme Greed
2024-04-13,486411.25,6621.451755,89,185.05277424135176,0.6853932584269663,6621.451755,0.0,0.0,74.3983343258427,0.4020384705435975,1712986200,72,Greed
2024-04-14,659162.17,-36104.012520000004,107,2139.677020173523,0.308411214953271,1318.594646,37422.607166,0.03523524270104832,-337.4206777570094,-0.15769701435109368,1713072600,72,Greed
2024-04-15,291111.19,3774.08872,41,165.5095385447801,0.8536585365853658,3774.08872,0.0,0.0,92.05094439024391,0.5561670052347992,1713159000,74,Greed
2024-04-16,181907.17,2467.702221,47,103.5102238356102,0.9148936170212766,2467.702221,0.0,0.0,52.504302574468085,0.5072378421077788,1713245400,65,Greed
2024-04-17,97562.99,2441.4683999999997,14,232.6697853775852,0.9285714285714286,2441.4683999999997,0.0,0.0,174.39059999999998,0.7495197527130237,1713331800,67,Greed
2024-04-19,337257.92000000004,1946.4454620000001,35,114.02941773198246,0.7714285714285715,1946.4454620000001,0.0,0.0,55.61272748571429,0.4877050904217349,1713504600,66,Greed
2024-04-20,60733.24,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1713591000,66,Greed
2024-04-22,47993.61,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1713763800,73,Greed
2024-04-23,233054.9,1119.536196,66,69.72604971216398,0.5303030303030303,1119.536196,0.0,0.0,16.962669636363636,0.24327593067995693,1713850200,71,Greed
2024-04-24,141275.24,279.185907,20,47.020172247729526,0.3,292.95984,13.773933,21.269149486933035,13.95929535,0.29687886459569607,1713936600,72,Greed
2024-04-25,120241.01,0.0,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1714023000,72,Greed
2024-04-26,4988.290000000001,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1714109400,70,Greed
2024-04-27,154264.47,4281.488139,27,205.65189595972714,0.7037037037037037,4281.488139,0.0,0.0,158.57363477777778,0.7710779131782539,1714195800,67,Greed
2024-04-28,43985.6,0.0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1714282200,65,Greed
2024-04-29,108699.01,526.9338359999999,45,34.303515225260476,0.37777777777777777,526.9338359999999,0.0,0.0,11.709640799999999,0.34135396104761984,1714368600,67,Greed
2024-04-30,125018.75,0.0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1714455000,67,Greed
2024-05-01,87025.45,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1714541400,54,Neutral
2024-05-03,282682.64999999997,5306.017045,36,280.85451321791754,0.4722222222222222,5319.880525,13.86348,383.73341505884525,147.3893623611111,0.5247890114792293,1714714200,48,Neutral
2024-05-04,58998.75,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1714800600,67,Greed
2024-05-05,24068.350000000002,0.916,6,0.37395543406489856,0.16666666666666666,0.916,0.0,0.0,0.15266666666666667,0.408248290463863,1714887000,69,Greed
2024-05-06,206016.43,968.59038,9,237.64601629026436,0.4444444444444444,968.59038,0.0,0.0,107.62115333333333,0.45286327544360455,1714973400,71,Greed
2024-05-07,108717.58,883.537693,18,57.79243416391551,0.5,883.537693,0.0,0.0,49.08542738888889,0.849340023465163,1715059800,68,Greed
2024-05-08,65973.57,1.56576,13,1.641780493282545,0.07692307692307693,4.7394,3.17364,1.493364086663894,0.12044307692307693,0.07336125469627508,1715146200,64,Greed
2024-05-09,221966.12,1147.595856,28,92.95513364107583,0.39285714285714285,1147.595856,0.0,0.0,40.985566285714285,0.44091772751325725,1715232600,55,Greed
2024-05-10,156882.0,2101.741695,22,240.61922882162773,0.2727272727272727,2101.741695,0.0,0.0,95.53371340909092,0.39703274703748037,1715319000,66,Greed
2024-05-11,63248.95,251.604742,9,38.73340875071258,1.0,251.604742,0.0,0.0,27.956082444444444,0.721756316991598,1715405400,53,Neutral
2024-05-12,55179.56,0.0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1715491800,56,Greed
2024-05-13,193118.9,2136.853859,28,243.34956677379947,0.35714285714285715,2136.853859,0.0,0.0,76.31620925,0.3136073355780335,1715578200,57,Greed
2024-05-14,145853.4,1150.5233050000002,23,172.16967241498202,0.17391304347826086,1150.5233050000002,0.0,0.0,50.02275239130436,0.2905433441885984,1715664600,66,Greed
2024-05-15,234922.57,948.970582,36,49.856725134153635,0.4722222222222222,948.970582,0.0,0.0,26.360293944444447,0.5287209272874344,1715751000,64,Greed
2024-05-16,162620.96,214.5898,27,22.074222982345514,0.18518518518518517,214.5898,0.0,0.0,7.94777037037037,0.3600475711750681,1715837400,70,Greed
2024-05-18,126303.14,3522.3946610000003,25,227.39973415277277,0.64,3522.3946610000003,0.0,0.0,140.89578644000002,0.6195952117751499,1716010200,73,Greed
2024-05-19,29998.09,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1716096600,72,Greed
2024-05-20,38124.75,-74.818442,10,17.723593661416892,0.0,0.0,74.818442,0.0,-7.4818442,-0.42214035950776096,1716183000,70,Greed
2024-05-21,1100948.59,7289.397571999999,125,423.27708989145884,0.112,7816.965299999999,527.567728,14.816989146841824,58.31518057599999,0.13777069907316217,1716269400,76,Extreme Greed
2024-05-22,44995.29,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1716355800,76,Extreme Greed
2024-05-23,401850.6,413.347329,325,5.578175006741024,0.4461538461538462,511.453354,98.106025,5.213271600801276,1.2718379353846154,0.2280025158492957,1716442200,76,Extreme Greed
2024-05-24,50811.899999999994,821.949278,2,255.14111984227185,1.0,821.949278,0.0,0.0,410.974639,1.6107738307884845,1716528600,74,Greed
2024-05-25,29991.129999999997,14.126038999999999,16,1.5788774135169148,0.3125,14.126038999999999,0.0,0.0,0.8828774374999999,0.5591804847808988,1716615000,76,Extreme Greed
2024-05-26,53976.67,778.6839,16,184.14441743928418,0.25,778.6839,0.0,0.0,48.66774375,0.26429117117300965,1716701400,75,Extreme Greed
2024-05-27,151115.72,1129.35587,251,10.695100246439745,0.35856573705179284,1133.846846,4.490976,252.47225681010096,4.499425776892431,0.4206997291484228,1716787800,74,Greed
2024-05-29,84268.76,277.791953,164,4.9605585779682295,0.4146341463414634,278.704753,0.9128000000000001,305.3294840052585,1.6938533719512194,0.3414642414413331,1716960600,72,Greed
2024-05-30,2838.09,20.951433,7,3.7577088098581393,0.7142857142857143,20.951433,0.0,0.0,2.9930618571428576,0.7965124517606917,1717047000,73,Greed
2024-05-31,3636.14,25.35812,13,3.8342365986890954,0.3076923076923077,25.35812,0.0,0.0,1.9506246153846154,0.5087387189542564,1717133400,73,Greed
2024-06-01,12834.62,91.510419,25,7.909299454844354,0.36,91.510419,0.0,0.0,3.66041676,0.46279911146340996,1717219800,72,Greed
2024-06-02,29464.51,192.906947,93,4.425015055071825,0.3655913978494624,192.906947,0.0,0.0,2.074268247311828,0.4687595909836197,1717306200,73,Greed
2024-06-03,21466.86,562.808208,70,11.849209775400267,0.6285714285714286,562.808208,0.0,0.0,8.040117257142859,0.6785361563802058,1717392600,73,Greed
2024-06-04,24243.41,52.211438,53,2.4828445149485265,0.4716981132075472,52.211438,0.0,0.0,0.9851214716981133,0.3967713103929653,1717479000,73,Greed
2024-06-05,25350.77,56.055506,54,2.9096994557928553,0.2962962962962963,56.062466,0.00696,8054.9520114942525,1.038064925925926,0.35676018836215745,1717565400,75,Extreme Greed
2024-06-06,137557.76,274.173187,234,3.3659483181601715,0.42735042735042733,274.525639,0.352452,778.9022022857014,1.1716802863247862,0.3480981214129951,1717651800,78,Extreme Greed
2024-06-07,1098588.76,8902.467416,440,103.25220050843622,0.4,8902.844036,0.37662,23638.7978227391,20.23288049090909,0.19595592530985295,1717738200,77,Extreme Greed
2024-06-08,97351.88,129.13883900000002,29,13.610694021064663,0.27586206896551724,129.13883900000002,0.0,0.0,4.453063413793104,0.3271738683494976,1717824600,72,Greed
